Time and date',ECG,PPG
[11:28:34.916 14/08/1994]',-0.029,63.629
[11:28:34.918 14/08/1994]',-0.007,63.629
[11:28:34.920 14/08/1994]',0.001,63.24
[11:28:34.922 14/08/1994]',0.015,63.24
[11:28:34.924 14/08/1994]',0.03,63.24
[11:28:34.926 14/08/1994]',0.023,63.24
[11:28:34.928 14/08/1994]',0.03,62.85
[11:28:34.930 14/08/1994]',0.045,62.85
[11:28:34.932 14/08/1994]',0.067,62.85
[11:28:34.934 14/08/1994]',0.075,62.85
[11:28:34.936 14/08/1994]',0.075,62.461
[11:28:34.938 14/08/1994]',0.082,62.461
[11:28:34.940 14/08/1994]',0.075,62.461
[11:28:34.942 14/08/1994]',0.075,62.461
[11:28:34.944 14/08/1994]',0.075,62.072
[11:28:34.946 14/08/1994]',0.075,62.072
[11:28:34.948 14/08/1994]',0.089,62.072
[11:28:34.950 14/08/1994]',0.089,62.072
[11:28:34.952 14/08/1994]',0.104,61.604
[11:28:34.954 14/08/1994]',0.104,61.604
[11:28:34.956 14/08/1994]',0.111,61.604
[11:28:34.958 14/08/1994]',0.111,61.604
[11:28:34.960 14/08/1994]',0.111,61.293
[11:28:34.962 14/08/1994]',0.111,61.293
[11:28:34.964 14/08/1994]',0.111,61.293
[11:28:34.966 14/08/1994]',0.119,61.293
[11:28:34.968 14/08/1994]',0.104,60.748
[11:28:34.970 14/08/1994]',0.111,60.748
[11:28:34.972 14/08/1994]',0.111,60.748
[11:28:34.974 14/08/1994]',0.111,60.748
[11:28:34.976 14/08/1994]',0.111,60.436
[11:28:34.978 14/08/1994]',0.104,60.436
[11:28:34.980 14/08/1994]',0.111,60.436
[11:28:34.982 14/08/1994]',0.104,60.436
[11:28:34.984 14/08/1994]',0.111,59.969
[11:28:34.986 14/08/1994]',0.111,59.969
[11:28:34.988 14/08/1994]',0.119,59.969
[11:28:34.990 14/08/1994]',0.119,59.969
[11:28:34.992 14/08/1994]',0.134,59.579
[11:28:34.994 14/08/1994]',0.119,59.579
[11:28:34.996 14/08/1994]',0.119,59.579
[11:28:34.998 14/08/1994]',0.134,59.579
[11:28:35.000 14/08/1994]',0.134,59.268
[11:28:35.002 14/08/1994]',0.134,59.268
[11:28:35.004 14/08/1994]',0.134,59.268
[11:28:35.006 14/08/1994]',0.134,59.268
[11:28:35.008 14/08/1994]',0.119,59.034
[11:28:35.010 14/08/1994]',0.119,59.034
[11:28:35.012 14/08/1994]',0.119,59.034
[11:28:35.014 14/08/1994]',0.134,59.034
[11:28:35.016 14/08/1994]',0.134,59.112
[11:28:35.018 14/08/1994]',0.134,59.112
[11:28:35.020 14/08/1994]',0.134,59.112
[11:28:35.022 14/08/1994]',0.134,59.112
[11:28:35.024 14/08/1994]',0.134,59.891
[11:28:35.026 14/08/1994]',0.141,59.891
[11:28:35.028 14/08/1994]',0.141,59.891
[11:28:35.030 14/08/1994]',0.141,59.891
[11:28:35.032 14/08/1994]',0.148,61.994
[11:28:35.034 14/08/1994]',0.156,61.994
[11:28:35.036 14/08/1994]',0.156,61.994
[11:28:35.038 14/08/1994]',0.163,61.994
[11:28:35.040 14/08/1994]',0.163,66.199
[11:28:35.042 14/08/1994]',0.163,66.199
[11:28:35.044 14/08/1994]',0.163,66.199
[11:28:35.046 14/08/1994]',0.171,66.199
[11:28:35.048 14/08/1994]',0.171,72.274
[11:28:35.050 14/08/1994]',0.178,72.274
[11:28:35.052 14/08/1994]',0.2,72.274
[11:28:35.054 14/08/1994]',0.215,72.274
[11:28:35.056 14/08/1994]',0.222,79.05
[11:28:35.058 14/08/1994]',0.237,79.05
[11:28:35.060 14/08/1994]',0.252,79.05
[11:28:35.062 14/08/1994]',0.267,79.05
[11:28:35.064 14/08/1994]',0.274,84.657
[11:28:35.066 14/08/1994]',0.282,84.657
[11:28:35.068 14/08/1994]',0.289,84.657
[11:28:35.070 14/08/1994]',0.297,84.657
[11:28:35.072 14/08/1994]',0.304,88.551
[11:28:35.074 14/08/1994]',0.304,88.551
[11:28:35.076 14/08/1994]',0.311,88.551
[11:28:35.078 14/08/1994]',0.311,88.551
[11:28:35.080 14/08/1994]',0.311,90.654
[11:28:35.082 14/08/1994]',0.311,90.654
[11:28:35.084 14/08/1994]',0.304,90.654
[11:28:35.086 14/08/1994]',0.297,90.654
[11:28:35.088 14/08/1994]',0.297,91.822
[11:28:35.090 14/08/1994]',0.282,91.822
[11:28:35.092 14/08/1994]',0.282,91.822
[11:28:35.094 14/08/1994]',0.282,91.822
[11:28:35.096 14/08/1994]',0.274,92.368
[11:28:35.098 14/08/1994]',0.267,92.368
[11:28:35.100 14/08/1994]',0.267,92.368
[11:28:35.102 14/08/1994]',0.267,92.368
[11:28:35.104 14/08/1994]',0.252,92.523
[11:28:35.106 14/08/1994]',0.252,92.523
[11:28:35.108 14/08/1994]',0.245,92.523
[11:28:35.110 14/08/1994]',0.245,92.523
[11:28:35.112 14/08/1994]',0.237,92.445
[11:28:35.114 14/08/1994]',0.222,92.445
[11:28:35.116 14/08/1994]',0.215,92.445
[11:28:35.118 14/08/1994]',0.208,92.445
[11:28:35.120 14/08/1994]',0.2,92.056
[11:28:35.122 14/08/1994]',0.186,92.056
[11:28:35.124 14/08/1994]',0.171,92.056
[11:28:35.126 14/08/1994]',0.163,92.056
[11:28:35.128 14/08/1994]',0.148,91.277
[11:28:35.130 14/08/1994]',0.119,91.277
[11:28:35.132 14/08/1994]',0.104,91.277
[11:28:35.134 14/08/1994]',0.089,91.277
[11:28:35.136 14/08/1994]',0.082,90.265
[11:28:35.138 14/08/1994]',0.075,90.265
[11:28:35.140 14/08/1994]',0.045,90.265
[11:28:35.142 14/08/1994]',0.037,90.265
[11:28:35.144 14/08/1994]',0.037,89.097
[11:28:35.146 14/08/1994]',0.03,89.097
[11:28:35.148 14/08/1994]',0.023,89.097
[11:28:35.150 14/08/1994]',0.008,89.097
[11:28:35.152 14/08/1994]',0.001,87.617
[11:28:35.154 14/08/1994]',-0.014,87.617
[11:28:35.156 14/08/1994]',-0.022,87.617
[11:28:35.158 14/08/1994]',-0.029,87.617
[11:28:35.160 14/08/1994]',-0.036,85.981
[11:28:35.162 14/08/1994]',-0.036,85.981
[11:28:35.164 14/08/1994]',-0.044,85.981
[11:28:35.166 14/08/1994]',-0.036,85.981
[11:28:35.168 14/08/1994]',-0.044,84.112
[11:28:35.170 14/08/1994]',-0.036,84.112
[11:28:35.172 14/08/1994]',-0.036,84.112
[11:28:35.174 14/08/1994]',-0.029,84.112
[11:28:35.176 14/08/1994]',-0.036,82.009
[11:28:35.178 14/08/1994]',-0.044,82.009
[11:28:35.180 14/08/1994]',-0.044,82.009
[11:28:35.182 14/08/1994]',-0.044,82.009
[11:28:35.184 14/08/1994]',-0.051,79.829
[11:28:35.186 14/08/1994]',-0.051,79.829
[11:28:35.188 14/08/1994]',-0.066,79.829
[11:28:35.190 14/08/1994]',-0.074,79.829
[11:28:35.192 14/08/1994]',-0.081,77.57
[11:28:35.194 14/08/1994]',-0.081,77.57
[11:28:35.196 14/08/1994]',-0.096,77.57
[11:28:35.198 14/08/1994]',-0.081,77.57
[11:28:35.200 14/08/1994]',-0.081,75.156
[11:28:35.202 14/08/1994]',-0.074,75.156
[11:28:35.204 14/08/1994]',-0.074,75.156
[11:28:35.206 14/08/1994]',-0.066,75.156
[11:28:35.208 14/08/1994]',-0.066,72.897
[11:28:35.210 14/08/1994]',-0.051,72.897
[11:28:35.212 14/08/1994]',-0.051,72.897
[11:28:35.214 14/08/1994]',-0.066,72.897
[11:28:35.216 14/08/1994]',-0.066,70.561
[11:28:35.218 14/08/1994]',-0.066,70.561
[11:28:35.220 14/08/1994]',-0.066,70.561
[11:28:35.222 14/08/1994]',-0.051,70.561
[11:28:35.224 14/08/1994]',-0.066,68.458
[11:28:35.226 14/08/1994]',-0.051,68.458
[11:28:35.228 14/08/1994]',-0.066,68.458
[11:28:35.230 14/08/1994]',-0.066,68.458
[11:28:35.232 14/08/1994]',-0.066,66.589
[11:28:35.234 14/08/1994]',-0.051,66.589
[11:28:35.236 14/08/1994]',-0.044,66.589
[11:28:35.238 14/08/1994]',-0.036,66.589
[11:28:35.240 14/08/1994]',-0.036,65.187
[11:28:35.242 14/08/1994]',-0.044,65.187
[11:28:35.244 14/08/1994]',-0.044,65.187
[11:28:35.246 14/08/1994]',-0.051,65.187
[11:28:35.248 14/08/1994]',-0.066,64.174
[11:28:35.250 14/08/1994]',-0.066,64.174
[11:28:35.252 14/08/1994]',-0.066,64.174
[11:28:35.254 14/08/1994]',-0.051,64.174
[11:28:35.256 14/08/1994]',-0.066,63.785
[11:28:35.258 14/08/1994]',-0.066,63.785
[11:28:35.260 14/08/1994]',-0.066,63.785
[11:28:35.262 14/08/1994]',-0.074,63.785
[11:28:35.264 14/08/1994]',-0.066,63.785
[11:28:35.266 14/08/1994]',-0.066,63.785
[11:28:35.268 14/08/1994]',-0.051,63.785
[11:28:35.270 14/08/1994]',-0.051,63.785
[11:28:35.272 14/08/1994]',-0.044,63.785
[11:28:35.274 14/08/1994]',-0.044,63.785
[11:28:35.276 14/08/1994]',-0.044,63.785
[11:28:35.278 14/08/1994]',-0.036,63.785
[11:28:35.280 14/08/1994]',-0.044,63.785
[11:28:35.282 14/08/1994]',-0.051,63.785
[11:28:35.284 14/08/1994]',-0.051,63.785
[11:28:35.286 14/08/1994]',-0.051,63.785
[11:28:35.288 14/08/1994]',-0.044,63.785
[11:28:35.290 14/08/1994]',-0.051,63.785
[11:28:35.292 14/08/1994]',-0.051,63.785
[11:28:35.294 14/08/1994]',-0.051,63.785
[11:28:35.296 14/08/1994]',-0.044,63.785
[11:28:35.298 14/08/1994]',-0.044,63.785
[11:28:35.300 14/08/1994]',-0.044,63.785
[11:28:35.302 14/08/1994]',-0.051,63.785
[11:28:35.304 14/08/1994]',-0.051,63.629
[11:28:35.306 14/08/1994]',-0.051,63.629
[11:28:35.308 14/08/1994]',-0.044,63.629
[11:28:35.310 14/08/1994]',-0.044,63.629
[11:28:35.312 14/08/1994]',-0.044,63.474
[11:28:35.314 14/08/1994]',-0.036,63.474
[11:28:35.316 14/08/1994]',-0.044,63.474
[11:28:35.318 14/08/1994]',-0.036,63.474
[11:28:35.320 14/08/1994]',-0.044,63.318
[11:28:35.322 14/08/1994]',-0.051,63.318
[11:28:35.324 14/08/1994]',-0.074,63.318
[11:28:35.326 14/08/1994]',-0.103,63.318
[11:28:35.328 14/08/1994]',-0.155,63.162
[11:28:35.330 14/08/1994]',-0.221,63.162
[11:28:35.332 14/08/1994]',-0.296,63.162
[11:28:35.334 14/08/1994]',-0.377,63.162
[11:28:35.336 14/08/1994]',-0.466,62.928
[11:28:35.338 14/08/1994]',-0.54,62.928
[11:28:35.340 14/08/1994]',-0.614,62.928
[11:28:35.342 14/08/1994]',-,62.928
[11:28:35.344 14/08/1994]',-,62.695
[11:28:35.346 14/08/1994]',-,62.695
[11:28:35.348 14/08/1994]',-,62.695
[11:28:35.350 14/08/1994]',-,62.695
[11:28:35.352 14/08/1994]',-,62.305
[11:28:35.354 14/08/1994]',-,62.305
[11:28:35.356 14/08/1994]',-,62.305
[11:28:35.358 14/08/1994]',-,62.305
[11:28:35.360 14/08/1994]',-,61.838
[11:28:35.362 14/08/1994]',-,61.838
[11:28:35.364 14/08/1994]',-,61.838
[11:28:35.366 14/08/1994]',-,61.838
[11:28:35.368 14/08/1994]',-,61.293
[11:28:35.370 14/08/1994]',-0.651,61.293
[11:28:35.372 14/08/1994]',-0.562,61.293
[11:28:35.374 14/08/1994]',-0.488,61.293
[11:28:35.376 14/08/1994]',-0.429,60.67
[11:28:35.378 14/08/1994]',-0.355,60.67
[11:28:35.380 14/08/1994]',-0.288,60.67
[11:28:35.382 14/08/1994]',-0.236,60.67
[11:28:35.384 14/08/1994]',-0.199,60.047
[11:28:35.386 14/08/1994]',-0.177,60.047
[11:28:35.388 14/08/1994]',-0.147,60.047
[11:28:35.390 14/08/1994]',-0.118,60.047
[11:28:35.392 14/08/1994]',-0.096,59.579
[11:28:35.394 14/08/1994]',-0.081,59.579
[11:28:35.396 14/08/1994]',-0.044,59.579
[11:28:35.398 14/08/1994]',-0.029,59.579
[11:28:35.400 14/08/1994]',-0.007,59.034
[11:28:35.402 14/08/1994]',0.001,59.034
[11:28:35.404 14/08/1994]',0.008,59.034
[11:28:35.406 14/08/1994]',0.023,59.034
[11:28:35.408 14/08/1994]',0.03,58.645
[11:28:35.410 14/08/1994]',0.03,58.645
[11:28:35.412 14/08/1994]',0.037,58.645
[11:28:35.414 14/08/1994]',0.045,58.645
[11:28:35.416 14/08/1994]',0.052,58.255
[11:28:35.418 14/08/1994]',0.052,58.255
[11:28:35.420 14/08/1994]',0.067,58.255
[11:28:35.422 14/08/1994]',0.082,58.255
[11:28:35.424 14/08/1994]',0.097,57.944
[11:28:35.426 14/08/1994]',0.097,57.944
[11:28:35.428 14/08/1994]',0.104,57.944
[11:28:35.430 14/08/1994]',0.104,57.944
[11:28:35.432 14/08/1994]',0.111,57.632
[11:28:35.434 14/08/1994]',0.119,57.632
[11:28:35.436 14/08/1994]',0.134,57.632
[11:28:35.438 14/08/1994]',0.134,57.632
[11:28:35.440 14/08/1994]',0.134,57.243
[11:28:35.442 14/08/1994]',0.134,57.243
[11:28:35.444 14/08/1994]',0.134,57.243
[11:28:35.446 14/08/1994]',0.134,57.243
[11:28:35.448 14/08/1994]',0.134,56.931
[11:28:35.450 14/08/1994]',0.119,56.931
[11:28:35.452 14/08/1994]',0.111,56.931
[11:28:35.454 14/08/1994]',0.111,56.931
[11:28:35.456 14/08/1994]',0.134,56.542
[11:28:35.458 14/08/1994]',0.134,56.542
[11:28:35.460 14/08/1994]',0.141,56.542
[11:28:35.462 14/08/1994]',0.134,56.542
[11:28:35.464 14/08/1994]',0.134,56.153
[11:28:35.466 14/08/1994]',0.134,56.153
[11:28:35.468 14/08/1994]',0.134,56.153
[11:28:35.470 14/08/1994]',0.134,56.153
[11:28:35.472 14/08/1994]',0.141,55.685
[11:28:35.474 14/08/1994]',0.141,55.685
[11:28:35.476 14/08/1994]',0.141,55.685
[11:28:35.478 14/08/1994]',0.141,55.685
[11:28:35.480 14/08/1994]',0.141,55.296
[11:28:35.482 14/08/1994]',0.148,55.296
[11:28:35.484 14/08/1994]',0.148,55.296
[11:28:35.486 14/08/1994]',0.156,55.296
[11:28:35.488 14/08/1994]',0.156,54.907
[11:28:35.490 14/08/1994]',0.163,54.907
[11:28:35.492 14/08/1994]',0.156,54.907
[11:28:35.494 14/08/1994]',0.148,54.907
[11:28:35.496 14/08/1994]',0.148,54.595
[11:28:35.498 14/08/1994]',0.148,54.595
[11:28:35.500 14/08/1994]',0.156,54.595
[11:28:35.502 14/08/1994]',0.156,54.595
[11:28:35.504 14/08/1994]',0.163,54.361
[11:28:35.506 14/08/1994]',0.156,54.361
[11:28:35.508 14/08/1994]',0.163,54.361
[11:28:35.510 14/08/1994]',0.163,54.361
[11:28:35.512 14/08/1994]',0.163,54.751
[11:28:35.514 14/08/1994]',0.171,54.751
[11:28:35.516 14/08/1994]',0.171,54.751
[11:28:35.518 14/08/1994]',0.178,54.751
[11:28:35.520 14/08/1994]',0.2,56.231
[11:28:35.522 14/08/1994]',0.2,56.231
[11:28:35.524 14/08/1994]',0.2,56.231
[11:28:35.526 14/08/1994]',0.2,56.231
[11:28:35.528 14/08/1994]',0.186,59.579
[11:28:35.530 14/08/1994]',0.2,59.579
[11:28:35.532 14/08/1994]',0.222,59.579
[11:28:35.534 14/08/1994]',0.237,59.579
[11:28:35.536 14/08/1994]',0.252,64.798
[11:28:35.538 14/08/1994]',0.267,64.798
[11:28:35.540 14/08/1994]',0.274,64.798
[11:28:35.542 14/08/1994]',0.274,64.798
[11:28:35.544 14/08/1994]',0.282,70.717
[11:28:35.546 14/08/1994]',0.282,70.717
[11:28:35.548 14/08/1994]',0.282,70.717
[11:28:35.550 14/08/1994]',0.297,70.717
[11:28:35.552 14/08/1994]',0.304,76.168
[11:28:35.554 14/08/1994]',0.304,76.168
[11:28:35.556 14/08/1994]',0.311,76.168
[11:28:35.558 14/08/1994]',0.311,76.168
[11:28:35.560 14/08/1994]',0.319,80.14
[11:28:35.562 14/08/1994]',0.333,80.14
[11:28:35.564 14/08/1994]',0.333,80.14
[11:28:35.566 14/08/1994]',0.348,80.14
[11:28:35.568 14/08/1994]',0.348,82.71
[11:28:35.570 14/08/1994]',0.356,82.71
[11:28:35.572 14/08/1994]',0.356,82.71
[11:28:35.574 14/08/1994]',0.356,82.71
[11:28:35.576 14/08/1994]',0.348,84.112
[11:28:35.578 14/08/1994]',0.348,84.112
[11:28:35.580 14/08/1994]',0.348,84.112
[11:28:35.582 14/08/1994]',0.348,84.112
[11:28:35.584 14/08/1994]',0.348,84.891
[11:28:35.586 14/08/1994]',0.333,84.891
[11:28:35.588 14/08/1994]',0.333,84.891
[11:28:35.590 14/08/1994]',0.333,84.891
[11:28:35.592 14/08/1994]',0.319,85.28
[11:28:35.594 14/08/1994]',0.319,85.28
[11:28:35.596 14/08/1994]',0.311,85.28
[11:28:35.598 14/08/1994]',0.297,85.28
[11:28:35.600 14/08/1994]',0.282,85.28
[11:28:35.602 14/08/1994]',0.274,85.28
[11:28:35.604 14/08/1994]',0.267,85.28
[11:28:35.606 14/08/1994]',0.252,85.28
[11:28:35.608 14/08/1994]',0.23,85.047
[11:28:35.610 14/08/1994]',0.215,85.047
[11:28:35.612 14/08/1994]',0.186,85.047
[11:28:35.614 14/08/1994]',0.171,85.047
[11:28:35.616 14/08/1994]',0.156,84.502
[11:28:35.618 14/08/1994]',0.148,84.502
[11:28:35.620 14/08/1994]',0.141,84.502
[11:28:35.622 14/08/1994]',0.119,84.502
[11:28:35.624 14/08/1994]',0.111,83.723
[11:28:35.626 14/08/1994]',0.097,83.723
[11:28:35.628 14/08/1994]',0.082,83.723
[11:28:35.630 14/08/1994]',0.075,83.723
[11:28:35.632 14/08/1994]',0.067,82.71
[11:28:35.634 14/08/1994]',0.067,82.71
[11:28:35.636 14/08/1994]',0.052,82.71
[11:28:35.638 14/08/1994]',0.045,82.71
[11:28:35.640 14/08/1994]',0.037,81.308
[11:28:35.642 14/08/1994]',0.03,81.308
[11:28:35.644 14/08/1994]',0.015,81.308
[11:28:35.646 14/08/1994]',0.015,81.308
[11:28:35.648 14/08/1994]',0.008,79.751
[11:28:35.650 14/08/1994]',0.001,79.751
[11:28:35.652 14/08/1994]',-0.007,79.751
[11:28:35.654 14/08/1994]',-0.014,79.751
[11:28:35.656 14/08/1994]',-0.022,78.037
[11:28:35.658 14/08/1994]',-0.022,78.037
[11:28:35.660 14/08/1994]',-0.022,78.037
[11:28:35.662 14/08/1994]',-0.014,78.037
[11:28:35.664 14/08/1994]',-0.014,76.246
[11:28:35.666 14/08/1994]',-0.022,76.246
[11:28:35.668 14/08/1994]',-0.022,76.246
[11:28:35.670 14/08/1994]',-0.022,76.246
[11:28:35.672 14/08/1994]',-0.022,74.221
[11:28:35.674 14/08/1994]',-0.029,74.221
[11:28:35.676 14/08/1994]',-0.044,74.221
[11:28:35.678 14/08/1994]',-0.044,74.221
[11:28:35.680 14/08/1994]',-0.036,72.118
[11:28:35.682 14/08/1994]',-0.044,72.118
[11:28:35.684 14/08/1994]',-0.044,72.118
[11:28:35.686 14/08/1994]',-0.044,72.118
[11:28:35.688 14/08/1994]',-0.044,69.938
[11:28:35.690 14/08/1994]',-0.044,69.938
[11:28:35.692 14/08/1994]',-0.051,69.938
[11:28:35.694 14/08/1994]',-0.044,69.938
[11:28:35.696 14/08/1994]',-0.044,67.757
[11:28:35.698 14/08/1994]',-0.044,67.757
[11:28:35.700 14/08/1994]',-0.036,67.757
[11:28:35.702 14/08/1994]',-0.029,67.757
[11:28:35.704 14/08/1994]',-0.044,65.654
[11:28:35.706 14/08/1994]',-0.036,65.654
[11:28:35.708 14/08/1994]',-0.036,65.654
[11:28:35.710 14/08/1994]',-0.029,65.654
[11:28:35.712 14/08/1994]',-0.022,63.629
[11:28:35.714 14/08/1994]',-0.022,63.629
[11:28:35.716 14/08/1994]',-0.014,63.629
[11:28:35.718 14/08/1994]',-0.014,63.629
[11:28:35.720 14/08/1994]',-0.022,61.994
[11:28:35.722 14/08/1994]',-0.022,61.994
[11:28:35.724 14/08/1994]',-0.022,61.994
[11:28:35.726 14/08/1994]',-0.022,61.994
[11:28:35.728 14/08/1994]',-0.029,60.826
[11:28:35.730 14/08/1994]',-0.029,60.826
[11:28:35.732 14/08/1994]',-0.029,60.826
[11:28:35.734 14/08/1994]',-0.036,60.826
[11:28:35.736 14/08/1994]',-0.036,60.28
[11:28:35.738 14/08/1994]',-0.036,60.28
[11:28:35.740 14/08/1994]',-0.036,60.28
[11:28:35.742 14/08/1994]',-0.036,60.28
[11:28:35.744 14/08/1994]',-0.036,60.202
[11:28:35.746 14/08/1994]',-0.036,60.202
[11:28:35.748 14/08/1994]',-0.029,60.202
[11:28:35.750 14/08/1994]',-0.029,60.202
[11:28:35.752 14/08/1994]',-0.029,60.514
[11:28:35.754 14/08/1994]',-0.029,60.514
[11:28:35.756 14/08/1994]',-0.029,60.514
[11:28:35.758 14/08/1994]',-0.029,60.514
[11:28:35.760 14/08/1994]',-0.029,60.981
[11:28:35.762 14/08/1994]',-0.029,60.981
[11:28:35.764 14/08/1994]',-0.029,60.981
[11:28:35.766 14/08/1994]',-0.029,60.981
[11:28:35.768 14/08/1994]',-0.029,61.526
[11:28:35.770 14/08/1994]',-0.029,61.526
[11:28:35.772 14/08/1994]',-0.029,61.526
[11:28:35.774 14/08/1994]',-0.022,61.526
[11:28:35.776 14/08/1994]',-0.022,61.838
[11:28:35.778 14/08/1994]',-0.029,61.838
[11:28:35.780 14/08/1994]',-0.029,61.838
[11:28:35.782 14/08/1994]',-0.029,61.838
[11:28:35.784 14/08/1994]',-0.029,62.15
[11:28:35.786 14/08/1994]',-0.022,62.15
[11:28:35.788 14/08/1994]',-0.029,62.15
[11:28:35.790 14/08/1994]',-0.022,62.15
[11:28:35.792 14/08/1994]',-0.022,62.383
[11:28:35.794 14/08/1994]',-0.022,62.383
[11:28:35.796 14/08/1994]',-0.014,62.383
[11:28:35.798 14/08/1994]',-0.007,62.383
[11:28:35.800 14/08/1994]',0.001,62.617
[11:28:35.802 14/08/1994]',0.001,62.617
[11:28:35.804 14/08/1994]',-0.007,62.617
[11:28:35.806 14/08/1994]',-0.014,62.617
[11:28:35.808 14/08/1994]',-0.036,62.773
[11:28:35.810 14/08/1994]',-0.081,62.773
[11:28:35.812 14/08/1994]',-0.118,62.773
[11:28:35.814 14/08/1994]',-0.199,62.773
[11:28:35.816 14/08/1994]',-0.273,62.85
[11:28:35.818 14/08/1994]',-0.362,62.85
[11:28:35.820 14/08/1994]',-0.466,62.85
[11:28:35.822 14/08/1994]',-0.562,62.85
[11:28:35.824 14/08/1994]',-0.651,62.695
[11:28:35.826 14/08/1994]',-,62.695
[11:28:35.828 14/08/1994]',-,62.695
[11:28:35.830 14/08/1994]',-,62.695
[11:28:35.832 14/08/1994]',-,62.539
[11:28:35.834 14/08/1994]',-,62.539
[11:28:35.836 14/08/1994]',-,62.539
[11:28:35.838 14/08/1994]',-,62.539
[11:28:35.840 14/08/1994]',-,62.305
[11:28:35.842 14/08/1994]',-,62.305
[11:28:35.844 14/08/1994]',-,62.305
[11:28:35.846 14/08/1994]',-,62.305
[11:28:35.848 14/08/1994]',-,62.072
[11:28:35.850 14/08/1994]',-,62.072
[11:28:35.852 14/08/1994]',-,62.072
[11:28:35.854 14/08/1994]',-,62.072
[11:28:35.856 14/08/1994]',-0.643,61.838
[11:28:35.858 14/08/1994]',-0.547,61.838
[11:28:35.860 14/08/1994]',-0.466,61.838
[11:28:35.862 14/08/1994]',-0.399,61.838
[11:28:35.864 14/08/1994]',-0.318,61.76
[11:28:35.866 14/08/1994]',-0.266,61.76
[11:28:35.868 14/08/1994]',-0.221,61.76
[11:28:35.870 14/08/1994]',-0.199,61.76
[11:28:35.872 14/08/1994]',-0.155,61.682
[11:28:35.874 14/08/1994]',-0.133,61.682
[11:28:35.876 14/08/1994]',-0.088,61.682
[11:28:35.878 14/08/1994]',-0.066,61.682
[11:28:35.880 14/08/1994]',-0.044,61.76
[11:28:35.882 14/08/1994]',-0.022,61.76
[11:28:35.884 14/08/1994]',0.001,61.76
[11:28:35.886 14/08/1994]',0.015,61.76
[11:28:35.888 14/08/1994]',0.03,61.76
[11:28:35.890 14/08/1994]',0.052,61.76
[11:28:35.892 14/08/1994]',0.067,61.76
[11:28:35.894 14/08/1994]',0.082,61.76
[11:28:35.896 14/08/1994]',0.089,61.76
[11:28:35.898 14/08/1994]',0.104,61.76
[11:28:35.900 14/08/1994]',0.111,61.76
[11:28:35.902 14/08/1994]',0.119,61.76
[11:28:35.904 14/08/1994]',0.141,61.604
[11:28:35.906 14/08/1994]',0.134,61.604
[11:28:35.908 14/08/1994]',0.148,61.604
[11:28:35.910 14/08/1994]',0.156,61.604
[11:28:35.912 14/08/1994]',0.156,61.526
[11:28:35.914 14/08/1994]',0.163,61.526
[11:28:35.916 14/08/1994]',0.171,61.526
[11:28:35.918 14/08/1994]',0.171,61.526
[11:28:35.920 14/08/1994]',0.171,61.371
[11:28:35.922 14/08/1994]',0.178,61.371
[11:28:35.924 14/08/1994]',0.178,61.371
[11:28:35.926 14/08/1994]',0.186,61.371
[11:28:35.928 14/08/1994]',0.178,61.215
[11:28:35.930 14/08/1994]',0.186,61.215
[11:28:35.932 14/08/1994]',0.186,61.215
[11:28:35.934 14/08/1994]',0.2,61.215
[11:28:35.936 14/08/1994]',0.2,60.981
[11:28:35.938 14/08/1994]',0.2,60.981
[11:28:35.940 14/08/1994]',0.2,60.981
[11:28:35.942 14/08/1994]',0.2,60.981
[11:28:35.944 14/08/1994]',0.208,60.748
[11:28:35.946 14/08/1994]',0.208,60.748
[11:28:35.948 14/08/1994]',0.208,60.748
[11:28:35.950 14/08/1994]',0.208,60.748
[11:28:35.952 14/08/1994]',0.208,60.592
[11:28:35.954 14/08/1994]',0.2,60.592
[11:28:35.956 14/08/1994]',0.208,60.592
[11:28:35.958 14/08/1994]',0.208,60.592
[11:28:35.960 14/08/1994]',0.208,60.358
[11:28:35.962 14/08/1994]',0.208,60.358
[11:28:35.964 14/08/1994]',0.208,60.358
[11:28:35.966 14/08/1994]',0.208,60.358
[11:28:35.968 14/08/1994]',0.215,60.125
[11:28:35.970 14/08/1994]',0.215,60.125
[11:28:35.972 14/08/1994]',0.215,60.125
[11:28:35.974 14/08/1994]',0.215,60.125
[11:28:35.976 14/08/1994]',0.208,59.969
[11:28:35.978 14/08/1994]',0.215,59.969
[11:28:35.980 14/08/1994]',0.215,59.969
[11:28:35.982 14/08/1994]',0.222,59.969
[11:28:35.984 14/08/1994]',0.222,59.891
[11:28:35.986 14/08/1994]',0.23,59.891
[11:28:35.988 14/08/1994]',0.23,59.891
[11:28:35.990 14/08/1994]',0.23,59.891
[11:28:35.992 14/08/1994]',0.23,59.969
[11:28:35.994 14/08/1994]',0.237,59.969
[11:28:35.996 14/08/1994]',0.237,59.969
[11:28:35.998 14/08/1994]',0.245,59.969
[11:28:36.000 14/08/1994]',0.245,60.748
[11:28:36.002 14/08/1994]',0.252,60.748
[11:28:36.004 14/08/1994]',0.267,60.748
[11:28:36.006 14/08/1994]',0.267,60.748
[11:28:36.008 14/08/1994]',0.274,62.695
[11:28:36.010 14/08/1994]',0.274,62.695
[11:28:36.012 14/08/1994]',0.282,62.695
[11:28:36.014 14/08/1994]',0.282,62.695
[11:28:36.016 14/08/1994]',0.289,66.355
[11:28:36.018 14/08/1994]',0.297,66.355
[11:28:36.020 14/08/1994]',0.297,66.355
